Purchase_Device;Purchase_ID;Purchase_Date;Purchase_Status;Payment_Method;DeliveryMode;Shipping_Date;ShippingZipCode;ShippingCity;ShippingRegion;ShippingCountry;Store_Category;Product_ID;Product_Quantity;Unit_Price;ClientCivility;User_ID;Gift;Email_host_domain
DESKTOP;97557fcac7f34f28871e52b28cec3af5;20190630;CANCELED;AmericanExpress;FEDEX2DAY;;7756;Ocean-Grove;New York;US;6;10 210 561;1;65;Mrs.;325767;No;GMAIL.COM
DESKTOP;ae8e622dae520b51c019b418f22e765c;20190630;CANCELED;Paypal;FEDEXGROUND;;10801;New-Rochelle;New York;US;2;19 375 601 279 146;1;45;Miss;325765;No;Gmail.Com
MOBILE;8ce93b8516d184bde1df1d809de07c51;20190630;AVAILABLE;Mastercard;FEDEX;20190708;10065;New-York;New York;US;6;10 630 701;1;17;Mrs.;325279;No;Gmail.Com
MOBILE;8ce93b8516d184bde1df1d809de07c51;20190630;AVAILABLE;Mastercard;FEDEX;20190708;10065;New-York;New York;US;6;11 512 131;1;65;Mrs.;325279;No;GMAIL.COM
MOBILE;55b89cf6d015ec8f0ecd0d07a717b6cf;20190630;CANCELED;Mastercard;FEDEX;;10065;New-York;New York;US;6;10 630 701;1;17;Mrs.;325279;No;Gmail.Com
MOBILE;55b89cf6d015ec8f0ecd0d07a717b6cf;20190630;CANCELED;Mastercard;FEDEX;;10065;New-York;New York;US;6;11 512 131;1;65;Mrs.;325279;No;GMAIL.COM
MOBILE;b95e8d35f44ead142e346051f0275a99;20190630;DELIVERED;Visa;FEDEX2DAY;20190701;7030;Hoboken;New Jersey;US;6;10 210 561;1;65;Mrs.;325764;No;Gmail.Com
MOBILE;411c9e49aee713c4edaea1d35b201474;20190630;CANCELED;Visa;FEDEXGROUND;;78572;Palmview;Texas;US;1;10 645 444 406;1;33;Mrs.;325762;No;YAHOO.COM
MOBILE;411c9e49aee713c4edaea1d35b201474;20190630;CANCELED;Visa;FEDEXGROUND;;78572;Palmview;Texas;US;1;10 739 674 222 090;1;49;Mrs.;325762;No;Yahoo.Com
MOBILE;a95b19284c8d73d5a1355ba98557d241;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;1002;Amherst;Massachusetts;US;6;11 811 691;1;27;Miss;325763;No;UMASS.EDU
MOBILE;519e34fedca50f209e2c045d1debc7a5;20190630;DELIVERED;AmericanExpress;FEDEX2DAY;20190701;10065;New-York;New York;US;6;10 210 561;1;65;Mrs.;325761;No;GMAIL.COM
DESKTOP;d86eacd8f6dc0d879323635b6dd22984;20190630;DELIVERED;Mastercard;FEDEXGROUND;20190701;37064;Franklin;Tennessee;US;7;17 000 017 131 114;1;64;Ms.;325760;No;Gmail.Com
DESKTOP;7d6765808b5c452a04220c147f7e9869;20190630;CANCELED;AmericanExpress;PRIORITYOVERNIGHT;;77098;Houston;Texas;US;6;14 531 811;1;32;Mr.;325755;No;GMAIL.COM
MOBILE;8d2ac26d8dd23fbfdef08e16c9529ca6;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;2170;Quincy;Massachusetts;US;2;120 872;1;12;Miss;325753;No;Gmail.Com
MOBILE;7729934413fee314d7b2d77beed1b351;20190630;CANCELED;Visa;STANDARD_OVERNIGHT;;94587;Union-City;California;US;2;104 416 441 218;1;33;Mr.;148229;Yes;GMAIL.COM
MOBILE;f2576352c5b1fc1122e79a19782b1453;20190630;REFUNDED;Discover;FEDEXGROUND;20190701;95008;Campbell;California;US;6;11 811 691;1;27;Mrs.;114186;Yes;Gmail.Com
MOBILE;665b2fcca42b37d6fd05f5403247ce41;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;77479;Sugar-Land;Texas;US;6;11 811 691;1;27;Mrs.;238603;No;Hotmail.Com
DESKTOP;1298e33c292234cf5052f3975b0a47e9;20190630;CANCELED;Visa;FEDEXGROUND;;94526;Danville;California;US;6;11 512 131;1;65;Mrs.;325749;No;Icloud.Com
MOBILE;8f699e93917c5bced2492a6f4457e64a;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;92019;El-Cajon;California;US;6;11 811 691;1;27;Ms.;325750;No;GMAIL.COM
MOBILE;52f3caf9f4935e81a6d8790e3cb9ea3b;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;10583;Scarsdale;New York;US;7;1 076 500 451 312;1;88;Ms.;44757;No;YAHOO.COM
DESKTOP;a436a076d9ad546ab1c672630ad4b7d1;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190708;10021;New-York;New York;US;6;10 434 471 401;1;32;Mr.;6750;No;Mountsinai.Org
DESKTOP;a436a076d9ad546ab1c672630ad4b7d1;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190708;10021;New-York;New York;US;1;11 910 038;1;31;Mr.;6750;No;MOUNTSINAI.ORG
DESKTOP;a436a076d9ad546ab1c672630ad4b7d1;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190708;10021;New-York;New York;US;1;11 910 038;1;31;Mr.;6750;No;MOUNTSINAI.ORG
MOBILE;e7afed7d3cde054134a504b005c3894b;20190630;CANCELED;Visa;STANDARD_OVERNIGHT;;94587;Union-City;California;US;2;104 416 441 218;1;33;Miss;148229;No;Gmail.Com
DESKTOP;f0cd010d7a4f05bfa8c8e7a07b54e22a;20190630;DELIVERED;Discover;FEDEXGROUND;20190703;11432;Jamaica;New York;US;6;10 411 411 101 470;1;69;Mr.;325677;No;YAHOO.COM
MOBILE;83abf6447d5c2f8dd90f3f5f205f3ddf;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;11942;East-Quogue;New York;US;7;16 061 201;1;19;Mr.;253206;No;AOL.COM
DESKTOP;12de9ea0c99d00af28d3e73a42977fe2;20190630;CANCELED;Visa;FEDEXGROUND;;11432;Jamaica;New York;US;6;10 411 411 101 470;1;69;Mr.;325677;No;Yahoo.Com
DESKTOP;bb1f1c1acc6eeb8934c9f6c4593b3b7e;20190630;REFUNDED;AmericanExpress;FEDEXGROUND;20190701;76904;San-Angelo;Texas;US;6;10 632 241;2;17;Mrs.;195132;No;GMAIL.COM
MOBILE;3037a52adedaac3fbce10385094c7571;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;77056;Houston;Texas;US;7;16 061 141;1;19;Mrs.;245371;Yes;GMAIL.COM
MOBILE;3c3bf9856f59821842755039313829b3;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;91205;Glendale;California;US;6;11 811 691;1;27;Mrs.;325741;No;GMAIL.COM
DESKTOP;ab15d19613ee73806aff5e409aab0ec7;20190630;REFUNDED;AmericanExpress;FEDEXGROUND;20190708;6840;New-Canaan;Connecticut;US;6;11 710 651;1;65;Mrs.;120958;No;GMAIL.COM
DESKTOP;ab15d19613ee73806aff5e409aab0ec7;20190630;REFUNDED;AmericanExpress;FEDEXGROUND;20190708;6840;New-Canaan;Connecticut;US;6;11 721 521;1;82;Mrs.;120958;No;GMAIL.COM
DESKTOP;ab15d19613ee73806aff5e409aab0ec7;20190630;REFUNDED;AmericanExpress;FEDEXGROUND;20190708;6840;New-Canaan;Connecticut;US;6;11 910 981;1;100;Mrs.;120958;No;Gmail.Com
DESKTOP;ab15d19613ee73806aff5e409aab0ec7;20190630;REFUNDED;AmericanExpress;FEDEXGROUND;20190708;6840;New-Canaan;Connecticut;US;6;11 911 081;1;78;Mrs.;120958;No;GMAIL.COM
DESKTOP;ab15d19613ee73806aff5e409aab0ec7;20190630;REFUNDED;AmericanExpress;FEDEXGROUND;20190708;6840;New-Canaan;Connecticut;US;6;11 911 531;1;78;Mrs.;120958;No;GMAIL.COM
DESKTOP;168491de317a758f8e99d7cc4d2bd7a4;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;7302;Jersey-City;New Jersey;US;6;10 434 471 401;1;32;Ms.;32347;Yes;GMAIL.COM
DESKTOP;168491de317a758f8e99d7cc4d2bd7a4;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;7302;Jersey-City;New Jersey;US;6;16 014 721;1;19;Ms.;32347;Yes;GMAIL.COM
DESKTOP;f8ac807d00903644b3dcf5f33c1f8c75;20190630;DELIVERED;Paypal;FEDEXGROUND;20190709;10459;Bronx,;New York;US;2;10 720 251 227 114;1;32;Mr.;127481;No;OPTONLINE.NET
MOBILE;3272e6eabd0ce8492aedc63100fc5a57;20190630;DELIVERED;Visa;PRIORITYOVERNIGHT;20190701;22314;Alexandria;Virginia;US;7;1 703 203 736 416;1;64;Mr.;325622;No;Rwnola.Com
DESKTOP;edeae040d822797270b896fb7e958b16;20190630;CANCELED;Visa;STANDARD_OVERNIGHT;;35205;Birmingham;Alabama;US;6;10 411 411 126 415;1;69;Ms.;308272;Yes;HOTMAIL.COM
MOBILE;ebae3785185215b39c49d7fdf49b7d9c;20190630;REFUNDED;AmericanExpress;FEDEXGROUND;20190701;6107;West-Hartford;Connecticut;US;6;11 921 251;1;65;Mr.;215477;No;GMAIL.COM
DESKTOP;b7fd1966a9ff3002615cc01184b481eb;20190630;DELIVERED;Mastercard;FEDEXGROUND;20190701;7042;Montclair;New Jersey;US;2;140 408;1;13;Ms.;325733;No;AOL.COM
MOBILE;a0c2f7a9b26a9ec95da63b1d535cf7df;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;82009;Cheyenne;Wyoming;US;6;10 633 691;1;17;Ms.;325735;No;Gmail.Com
MOBILE;4540501dcac1976808e4479152544d85;20190630;DELIVERED;Paypal;FEDEXGROUND;20190708;82001;Cheyenne;Wyoming;US;6;18 933 311;1;19;Ms.;325734;No;HTOMAIL.COM
MOBILE;fda2313d799d0ffcab1efdc23c6f751d;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;33432;Boca-Raton;Florida;US;7;16 060 861;1;19;Mrs.;325731;No;Yahoo.Com
TABLET;3b6665dcf640dc886243a1887db49bd3;20190630;DELIVERED;Visa;FEDEX2DAY;20190701;11218;Brooklyn;New York;US;7;11 479 917 103;1;41;Ms.;325730;No;BARUCHMAIL.CUNY.EDU
MOBILE;35d885059fc4295b0315be1726db0f93;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;7677;Woodcliff-Lake;New Jersey;US;7;16 260 881;1;19;Mrs.;325726;Yes;Yahoo.Com
DESKTOP;8904cc4a46944a19fbe0b0bbe079073b;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;11545;Glen-Head;New York;US;5;1 923 716 558 344;1;50;Mrs.;143124;No;GMAIL.COM
DESKTOP;3749e4961562f27f1bd565edd75721ae;20190630;DELIVERED;Mastercard;FEDEXGROUND;20190701;33133;Miami;Florida;US;6;10 210 561;1;65;Mr.;323637;No;GMAIL.COM
MOBILE;df4febc7f0c1dc5f27246c8ef8184bbf;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;6517;Hamden;Connecticut;US;1;10 521 504 231 080;1;42;Ms.;114707;No;GMAIL.COM
MOBILE;df4febc7f0c1dc5f27246c8ef8184bbf;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;6517;Hamden;Connecticut;US;1;10 779 484 512;1;26;Ms.;114707;No;GMAIL.COM
DESKTOP;86991722ea30809da7f6b9947e572e5c;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;45236;Blue-Ash;Ohio;US;2;1 078 310 412 133;1;23;Ms.;325683;No;Live.Com
MOBILE;b452332ef74677ab0c68d66352b2775a;20190630;DELIVERED;Mastercard;FEDEXGROUND;20190701;27104;Winston-Salem;North Carolina;US;7;151 199 271 921;1;62;Mr.;325725;No;Gmail.Com
MOBILE;14cb0a1f3acfb95285190b6ac8d88407;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;2134;Allston;Massachusetts;US;6;11 811 691;1;27;Miss;321515;No;Gmail.Com
TABLET;16b88e44048b3d756fa7f47c620bee17;20190630;REFUNDED;Visa;FEDEXGROUND;20190701;11379;Middle-Village;New York;US;6;11 811 691;1;27;Miss;325724;No;Yahoo.Com
MOBILE;d2d9674c5159c89191ea54d8c3afe30e;20190630;DELIVERED;Visa;FEDEXGROUND;20190702;28557;Morehead-City;North Carolina;US;3;10 110 631;1;44;Ms.;79708;No;Harvellandcollins.Com
DESKTOP;60a58f2fbf80a01ff6bb2c1a874a1370;20190630;DELIVERED;Paypal;STANDARD_OVERNIGHT;20190701;10518;Cross-River;New York;US;6;10 010 631;1;41;Mrs.;325721;No;Gmail.Com
DESKTOP;60a58f2fbf80a01ff6bb2c1a874a1370;20190630;DELIVERED;Paypal;STANDARD_OVERNIGHT;20190701;10518;Cross-River;New York;US;6;10 033 291;1;41;Mrs.;325721;No;GMAIL.COM
DESKTOP;60a58f2fbf80a01ff6bb2c1a874a1370;20190630;DELIVERED;Paypal;STANDARD_OVERNIGHT;20190701;10518;Cross-River;New York;US;6;10 733 341;1;46;Mrs.;325721;No;Gmail.Com
DESKTOP;60a58f2fbf80a01ff6bb2c1a874a1370;20190630;DELIVERED;Paypal;STANDARD_OVERNIGHT;20190701;10518;Cross-River;New York;US;6;18 917 301;1;19;Mrs.;325721;No;Gmail.Com
DESKTOP;60a58f2fbf80a01ff6bb2c1a874a1370;20190630;DELIVERED;Paypal;STANDARD_OVERNIGHT;20190701;10518;Cross-River;New York;US;6;18 933 451;1;19;Mrs.;325721;No;GMAIL.COM
DESKTOP;60a58f2fbf80a01ff6bb2c1a874a1370;20190630;DELIVERED;Paypal;STANDARD_OVERNIGHT;20190701;10518;Cross-River;New York;US;6;18 933 451;1;19;Mrs.;325721;No;GMAIL.COM
DESKTOP;60a58f2fbf80a01ff6bb2c1a874a1370;20190630;DELIVERED;Paypal;STANDARD_OVERNIGHT;20190701;10518;Cross-River;New York;US;6;18 933 451;1;19;Mrs.;325721;No;Gmail.Com
MOBILE;ee440bac3c0e32b0d0bcc0c23c724f0a;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;23229;Richmond;Virginia;US;6;10 210 561;1;65;Mrs.;325705;No;GMAIL.COM
MOBILE;fb6812a8a3c1228507404cac7b2393d0;20190630;CANCELED;Visa;FEDEXGROUND;;23229;Richmond;Virginia;US;6;10 210 561;1;65;Mrs.;325705;No;GMAIL.COM
TABLET;8a0d6972649f5af7e669efa85271aba9;20190630;DELIVERED;Paypal;STANDARD_OVERNIGHT;20190701;11937;East-Hampton;New York;US;2;103 698 641 289;1;25;Mrs.;325720;No;YAHOO.COM
MOBILE;ac69386810062787195d314f48cf278a;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;33312;Fort-Lauderdale;Florida;US;6;10 210 561;1;65;Mr.;325717;No;Yahoo.Com
MOBILE;2bc3c36e48638434ab9f0b5ee1ecf49f;20190630;CANCELED;Visa;FEDEXGROUND;;28557;Morehead-City;North Carolina;US;3;10 110 631;1;44;Ms.;79708;No;Harvellandcollins.Com
TABLET;1ca29f51e3a2ad3fcc8f8b73467b2d00;20190630;DELIVERED;Mastercard;FEDEXGROUND;20190701;30068;Marietta;Georgia;US;1;10 655 384 223 075;1;35;Mr.;325710;No;GMAIL.COM
TABLET;1ca29f51e3a2ad3fcc8f8b73467b2d00;20190630;DELIVERED;Mastercard;FEDEXGROUND;20190701;30068;Marietta;Georgia;US;1;10 779 454 406;1;31;Mr.;325710;No;Gmail.Com
DESKTOP;9bf0426050faa3c0c89ae4c3f11d2a06;20190630;DELIVERED;Mastercard;FEDEXGROUND;20190701;53081;Sheboygan;Wisconsin;US;6;18 933 451;1;19;Mrs.;325714;No;GMAIL.COM
DESKTOP;d2479a34497dffd4ad7310af32c57e33;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;85253;Paradise-Valley;Arizona;US;1;10 521 504 221 080;1;42;Ms.;325707;No;TTR-2015.COM
DESKTOP;d2479a34497dffd4ad7310af32c57e33;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;85253;Paradise-Valley;Arizona;US;1;10 753 954 406;1;31;Ms.;325707;No;Ttr-2015.Com
MOBILE;7bff40d2281ec6b273ff31886fe6ae13;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;78213;Castle-Hills;Texas;US;6;10 033 361;1;41;Mr.;86498;No;Gmail.Com
MOBILE;a7aaac852b2674210940728b1d8f269b;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;92025;Escondido;California;US;2;120 397;1;10;Miss;292973;Yes;GMAIL.COM
MOBILE;6461b7222cbac24d4fe83077c91166b3;20190630;DELIVERED;Discover;FEDEXGROUND;20190701;7078;Short-Hills;New Jersey;US;6;10 210 561;1;65;Ms.;325703;No;GMAIL.COM
MOBILE;91caa35a3a15bc3c98bbbe2c64c7019e;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;10010;New-York;New York;US;7;10 646 504 128 911;1;35;Mrs.;325700;Yes;ME.COM
DESKTOP;c13286b539755e1569e1c7b9deff8e30;20190630;REFUNDED;AmericanExpress;FEDEXGROUND;20190708;7631;Englewood;New Jersey;US;6;12 690 111;1;89;Mr.;325698;No;HILSONMGT.COM
DESKTOP;c13286b539755e1569e1c7b9deff8e30;20190630;REFUNDED;AmericanExpress;FEDEXGROUND;20190708;7631;Englewood;New Jersey;US;5;1 920 520 561 238;1;95;Mr.;325698;No;HILSONMGT.COM
DESKTOP;da01071a64af364ede87a6562354bdb7;20190630;CANCELED;Visa;FEDEXGROUND;;98121;Seattle;Washington;US;6;11 911 701;1;65;Miss;216863;No;GMAIL.COM
MOBILE;2f54cae68681571711ecfd31c00abcca;20190630;DELIVERED;Visa;PRIORITYOVERNIGHT;20190702;11413;Springfield-Gardens;New York;US;6;11 512 131;1;65;Mr.;323247;No;Gmail.Com
MOBILE;2f54cae68681571711ecfd31c00abcca;20190630;DELIVERED;Visa;PRIORITYOVERNIGHT;20190702;11413;Springfield-Gardens;New York;US;6;11 512 151;1;74;Mr.;323247;No;Gmail.Com
MOBILE;2f54cae68681571711ecfd31c00abcca;20190630;DELIVERED;Visa;PRIORITYOVERNIGHT;20190702;11413;Springfield-Gardens;New York;US;6;11 911 531;1;78;Mr.;323247;No;Gmail.Com
DESKTOP;0f95dae3e74779267ec3128abc19ede1;20190630;CANCELED;Paypal;FEDEXGROUND;;76904;San-Angelo;Texas;US;6;10 632 241;2;17;Mrs.;195132;No;GMAIL.COM
MOBILE;aa93e5da790ef92b43623b59f8946a1d;20190630;DELIVERED;Mastercard;FEDEXGROUND;20190701;30047;Lilburn;Georgia;US;2;120 872;1;12;Mr.;325695;No;GMAIL.COM
DESKTOP;0484fb4b875c65ab4e0482b9096ea68a;20190630;DELIVERED;Visa;FEDEX2DAY;20190701;33309;Fort-Lauderdale;Florida;US;6;10 210 561;1;65;Mrs.;325693;No;BIKINICRUSHSWIMWEAR.COM
TABLET;95aafea05591d367991ec9f89c4f905c;20190630;DELIVERED;Paypal;FEDEXGROUND;20190708;33180;Aventura;Florida;US;6;10 628 831;1;17;Mrs.;324263;Yes;AOL.COM
TABLET;0e24c2c726829f64456b70a548acfc7d;20190630;CANCELED;AmericanExpress;FEDEXGROUND;;77023;Houston;Texas;US;7;110 286 214;1;52;Mrs.;1202;No;GMAIL.COM
TABLET;0e24c2c726829f64456b70a548acfc7d;20190630;CANCELED;AmericanExpress;FEDEXGROUND;;77023;Houston;Texas;US;6;11 913 001;1;70;Mrs.;1202;No;GMAIL.COM
MOBILE;7aac5deb70f00c2bd1c5e55326b62389;20190630;CANCELED;Visa;FEDEXGROUND;;93436;Lompoc;California;US;2;120 396;1;13;Mr.;141387;Yes;Gmail.Com
TABLET;dff9e92342bd0909760b4d950b374d38;20190630;DELIVERED;AmericanExpress;FEDEX2DAY;20190701;43235;Columbus;Ohio;US;7;10 729 434 123 713;1;65;Mrs.;325686;Yes;Aol.Com
DESKTOP;ff567ad0e1ec6b3a0a40b9307c6ae89c;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;90402;Santa-Monica;California;US;2;123 659;1;16;Ms.;265557;No;Gmail.Com
MOBILE;2a014a970c09ad46ddeedadd33d44ca0;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;94608;Emeryville;California;US;7;16 592 391;1;19;Mrs.;325681;Yes;Hotmail.Com
DESKTOP;2f9cafad6a4f7f1339e720ec87b82ec0;20190630;DELIVERED;Visa;FEDEXGROUND;20190701;73170;Oklahoma-City;Oklahoma;US;2;124 578;1;13;Ms.;320130;No;GMAIL.COM
MOBILE;5efff4845b075b80473fc25df813574d;20190630;CANCELED;AmericanExpress;FEDEXGROUND;;10011;New-York;New York;US;3;10 102 521;1;16;Ms.;325680;No;GMAIL.COM
MOBILE;b9170ec04ba95c27b5f1bb5adb8f2715;20190630;CANCELED;Visa;FEDEXGROUND;;97204;Portland;Oregon;US;6;11 914 001 102 420;1;92;Ms.;233490;Yes;GMAIL.COM
MOBILE;50cbbb369327fdb09a8b4a9bb9a5fbdb;20190630;DELIVERED;Mastercard;FEDEXGROUND;20190701;72223;Little-Rock;Arkansas;US;6;10 433 501;1;20;Mr.;325679;Yes;MSN.COM
TABLET;c187494782cf870143c8c53de33b26cc;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;27932;Edenton;North Carolina;US;1;10 645 444 406;1;33;Mrs.;325672;No;Yahoo.Com
TABLET;c187494782cf870143c8c53de33b26cc;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;27932;Edenton;North Carolina;US;1;10 739 674 222 105;1;49;Mrs.;325672;No;YAHOO.COM
DESKTOP;0c2b8575703f5e1e52923fffe3a24919;20190630;CANCELED;Mastercard;FEDEXGROUND;;11432;Jamaica;New York;US;6;10 411 411 101 470;1;69;Mr.;325677;No;YAHOO.COM
MOBILE;d82a82cbf7a8d6e21b41e15534d8e4db;20190630;CANCELED;Visa;FEDEXGROUND;;80111;Englewood;Colorado;US;6;10 210 561;1;65;Mrs.;325671;No;Aol.Com
DESKTOP;32c994dc5831c3c137e013d7ef6c3711;20190630;DELIVERED;Paypal;FEDEXGROUND;20190701;11101;Long-Island-City;New York;US;7;140 006 014;1;57;Mr.;325678;No;Gmail.Com
MOBILE;07060bd4f4bc90f2ecf5fc9de9c64c72;20190630;REFUNDED;Visa;FEDEXGROUND;20190701;8505;Bordentown;New Jersey;US;6;11 811 691;1;27;Miss;325676;No;GMAIL.COM
DESKTOP;1a92cbe66f30bb24565123f3aaf01796;20190630;CANCELED;Visa;FEDEXGROUND;;10467;Bronx;New York;US;3;10 118 351;1;35;Mr.;325670;Yes;GMAIL.COM
MOBILE;5ff508482f69c9e9cd7b0bcda69b20a4;20190630;CANCELED;Visa;FEDEXGROUND;;80111;Englewood;Colorado;US;6;10 210 561;1;65;Mrs.;325671;No;AOL.COM
DESKTOP;5eb427f546d6d1fc1329210fceb2dcab;20190630;CANCELED;Visa;FEDEXGROUND;;10467;Bronx;New York;US;3;10 118 351;1;35;Mr.;325670;Yes;GMAIL.COM
TABLET;7ca494bb2145c7fdd86e67b0d73a3dae;20190630;CANCELED;Mastercard;STANDARD_OVERNIGHT;;64801;Joplin;Missouri;US;6;10 432 641;1;20;Mrs.;77392;No;AOL.COM
TABLET;7ca494bb2145c7fdd86e67b0d73a3dae;20190630;CANCELED;Mastercard;STANDARD_OVERNIGHT;;64801;Joplin;Missouri;US;6;10 433 321;1;20;Mrs.;77392;No;Aol.Com
TABLET;7ca494bb2145c7fdd86e67b0d73a3dae;20190630;CANCELED;Mastercard;STANDARD_OVERNIGHT;;64801;Joplin;Missouri;US;6;10 433 321;1;20;Mrs.;77392;No;Aol.Com
TABLET;7ca494bb2145c7fdd86e67b0d73a3dae;20190630;CANCELED;Mastercard;STANDARD_OVERNIGHT;;64801;Joplin;Missouri;US;6;10 433 321;1;20;Mrs.;77392;No;Aol.Com
TABLET;7ca494bb2145c7fdd86e67b0d73a3dae;20190630;CANCELED;Mastercard;STANDARD_OVERNIGHT;;64801;Joplin;Missouri;US;6;10 434 471 401;1;32;Mrs.;77392;No;AOL.COM
DESKTOP;d7412a8e930a9cc3e163d63f179b32e7;20190630;CANCELED;Paypal;STANDARD_OVERNIGHT;;60093;Winnetka;Illinois;US;6;11 911 701;1;65;Mrs.;111168;No;Gmail.Com
DESKTOP;d7412a8e930a9cc3e163d63f179b32e7;20190630;CANCELED;Paypal;STANDARD_OVERNIGHT;;60093;Winnetka;Illinois;US;6;11 913 001;1;70;Mrs.;111168;No;GMAIL.COM
MOBILE;a7e251a13f588855e759fc2aa2efcdd7;20190630;DELIVERED;AmericanExpress;STANDARD_OVERNIGHT;20190701;30093;Norcross;Georgia;US;7;110 250 214;1;23;Ms.;325663;No;Hotmail.Com
MOBILE;06224175e9e38b29b73f44fbe40c3a6e;20190630;CANCELED;Visa;FEDEXGROUND;;11413;Springfield-Garden;New York;US;6;11 911 511;1;65;Miss;147429;No;GMAIL.COM
DESKTOP;4cdadd78932e95d8e1de67f2818dc569;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;44140;Bay-Village;Ohio;US;6;10 632 241;1;17;Mrs.;148340;No;Aim.Com
MOBILE;a6cc03dabc28564e2248b7ee05633973;20190630;CANCELED;Visa;FEDEXGROUND;;11413;Springfield-Garden;New York;US;6;11 911 511;1;65;Miss;147429;No;GMAIL.COM
MOBILE;b70afb6d25e1aa7beb43454713f3330a;20190630;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;11598;Woodmere;New York;US;6;10 210 561;1;65;Mrs.;325661;No;Gmail.Com
